lemma,count
нолъ,13
оборлъизе,13
ор,13
орбита,13
отличник,13
оцаб,13
палуба,13
пандур,13
парс,13
пачалъи,13
пачка,13
плантация,13
поликлиника,13
посол,13
преподаватель,13
прививка,13
приёмник,13
пунцӏузе,13
пурщина,13
разбор,13
ракӏ-ракӏалъулаб,13
ракӏбахъизе,13
ракӏбухӏизе,13
ракӏкьвагьизе,13
ракӏпартӏизе,13
ракӏщвезе,13
рахал,13
раца,13
резолюция,13
рекъон,13
рецензия,13
ригьда,13
рогьалилъ,13
рохалида,13
рукьби,13
русби,13
ручун,13
сантӏизе,13
сберкасса,13
сваризе,13
свер-сведизе,13
связь,13
сейф,13
секция,13
сетка,13
сибир,13
сирень,13
скважина,13
скульптор,13
советник,13
суалияб,13
сукӏизабизе,13
сумало,13
сурав,13
талагьизе,13
тамало,13
танг,13
тархъан,13
теркӏезе,13
термометр,13
тирхьизе,13
торт,13
тохал,13
трансформатор,13
тренировка,13
тротуар,13
туберкулёз,13
туннель,13
тӏадеккезе,13
тӏаделъугьине,13
тӏадехунисеб,13
тӏанхилаб,13
тӏасабахъизе,13
тӏасаине,13
тӏасанккезе,13
тӏасанкӏалъазе,13
тӏелех,13
тӏинкӏизабизе,13
тӏубазаби,13
уголовнияб,13
ургъалил,13
ургьисала,13
федерация,13
фосфор,13
фотография,13
хадугӏунтӏизе,13
хамиз,13
характеристика,13
хархадизе,13
хинго,13
хирург,13
хиянатчи,13
холодильник,13
художественнияб,13
хунчӏрул,13
хъахӏлъизабизе,13
хъегӏизе,13
хъибихъизе,13
хъизамал,13
хъур-хъуризе,13
хъутур,13
хьваризе,13
хьил,13
хӏаракаталда,13
хӏасралъизе,13
хӏокӏ,13
хӏораб,13
хӏурмат-хъатир,13
цӏакказе,13
цӏакълъизе,13
цӏацӏазе,13
цӏвак-цӏвакизе,13
цӏецӏ,13
цӏилицӏ,13
цӏутӏел,13
чанцӏулго,13
чаргъедо,13
чергеслъизе,13
четверть,13
чиякълъизе,13
чороклъи,13
ччугӏихъан,13
ччударизе,13
чӏагого,13
чӏалх-чӏалхине,13
чӏама-къамизе,13
чӏандезе,13
чӏахъа,13
чӏегӏерлъизабизе,13
чӏедерлъизе,13
чӏемегӏлъизе,13
чӏинкьизе,13
чӏолорхъо,13
чӏухӏухъан,13
чӏучӏаризе,13
шагь,13
щалниги,13
щибха,13
щокъаб,13
эстрада,13
юргъачу,13
ябу,13
ялгъузлъизе,13
янгъизаб,13
аб и ай,12
абадияб,12
азбука,12
актив,12
алгебра,12
альбом,12
анкьцӏул,12
анцӏилаб,12
астрономия,12
ахта-гудазе,12
ахтазе,12
багӏарлъизабизе,12
бадако,12
баклажан,12
бакъал,12
бакътӏерхьуда,12
бакъулаб,12
бакӏ-бакӏ,12
баланс,12
баржа,12
барщизабизе,12
баскетбол,12
батӏалъи,12
баччаризе,12
бегӏукълъизе,12
бекеризабизе,12
берккезе,12
бесизе,12
бетӏаризе,12
бетӏербахъи,12
беццаб,12
бецӏбагӏарлъизе,12
бецӏцӏаризе,12
беччаризе,12
беччизабизе,12
бикӏа-бишизе,12
билълъанхъизабизе,12
биография,12
биччантезе,12
бичӏизабизе,12
богӏорцо,12
болизе,12
бубудизе,12
будка,12
буругъ,12
бусурман,12
бухъ-бухъизе,12
бухӏ-бухӏизабизе,12
бухӏунхутӏ,12
ветеран,12
взнос,12
водород,12
воржарухъан,12
габурлъи,12
гарнизон,12
гебегизе,12
геология,12
гигиена,12
гугьунбече,12
гургинлъизабизе,12
гуржи,12
гучлъизабизе,12
гъадизе,12
гъалдибер,12
гъарзикълъизе,12
гъарцӏи,12
гъовго,12
гъум,12
гьагъал,12
гьадай,12
гьалаглъи,12
гьалдезабизе,12
гьара-цӏализе,12
гьаракь-бакъан,12
гьарацӏи,12
гьарт-гьартизе,12
гьарщизе,12
гьасул,12
гьедигӏанго,12
гьересиго,12
гьоркьожо,12
гьоркьохъанлъи,12
гьудул-гьалмагъ,12
гьуинлъизабизе,12
гьурщ-гьурщизе,12
гӏакъуба-къварилъи,12
гӏалхуллъизе,12
гӏам,12
гӏамаликълъизе,12
гӏанхва,12
гӏарчӏ,12
гӏатӏгояб,12
гӏашикъ,12
гӏемерлъизабизе,12
гӏолохъан,12
гӏорогине,12
гӏурул,12
гӏуцӏарухъан,12
даб,12
дагьлъи,12
дали,12
даллакнус,12
дард,12
дезинфекция,12
диктатура,12
добаго,12
доверенность,12
долъ,12
есаул,12
жанибго,12
жанибехун,12
жигаралда,12
жинжра,12
жиризе,12
загӏиплъи,12
зайтуналъул,12
закон-къанун,12
зарбу,12
зинкӏкӏизе,12
идеал,12
инкъилаб,12
интервью,12
ихизе,12
канаб,12
кандидатлъи,12
капиталист,12
кидаялиго,12
ккалазе,12
клиника,12
комендант,12
компот,12
компресс,12
кондуктор,12
критик,12
къабуллъизе,12
къади,12
къадруяб,12
къакъадизе,12
къасимех,12
къацандухъан,12
къваригӏараб-тараб,12
къосинабизе,12
къулагӏи,12
къуркъудизе,12
кьандиб,12
кьара,12
кьертӏезе,12
кьижизабизе,12
кьогӏ,12
кьурдул,12
кӏалбазар,12
кӏалкквезе,12
кӏверизе,12
кӏикӏвекьаб,12
кӏичӏархъдизе,12
кӏохӏал,12
кӏущизе,12
кӏущтӏа,12
лабалаб,12
лагӏизабизе,12
лазаталда,12
лализе,12
лектор,12
лифт,12
лъабнусго,12
лъарагӏ,12
лъахъвазе,12
магнитофон,12
магӏна-гӏин,12
макарон,12
макручи,12
мактаб,12
мархӏам,12
маскарад,12
махщалилав,12
махӏцел,12
меседу,12
местӏер,12
механик,12
мокьрогъветӏ,12
мунпагӏатаб,12
муруват,12
напряжение,12
наряд,12
нахъе-цебе,12
некӏогоялдаса,12
нурагъине,12
нухлулав и нухлулай,12
обком,12
облигация,12
огъохъат,12
одеяло,12
ордер,12
орфография,12
паж,12
пакъирлъизе,12
пампа,12
паракъатаб,12
парикмахер,12
паркет,12
партал,12
патент,12
патефон,12
перерыв,12
пилот,12
планёр,12
пластмасса,12
пляж,12
поршень,12
пособие,12
почтальон,12
практикияб,12
президиум,12
пресс,12
причастие,12
пролетариат,12
проректор,12
пуд,12
путёвка,12
рагьазабизе,12
рагьумахӏу,12
рагӏиятчи,12
ракьан,12
ракьукълъизе,12
ракӏбакъвазе,12
ракӏгьахьтӏизе,12
ракӏкъварилъизе,12
ракӏхъублъизе,12
ралъдахъан,12
расчёт,12
ратӏликълъизе,12
рахӏаталда,12
рекомендация,12
ретӏел-хьит,12
рецепт,12
реччел,12
рисалат,12
ритӏухълъи,12
рищни,12
рищни-къул,12
рузман,12
рухӏдакълъизе,12
сани,12
сах-саламат,12
свакай,12
сванхезе,12
сеанс,12
сентябрь,12
сенхезе,12
сержант,12
симил,12
симфония,12
смета,12
советияб,12
спартакиада,12
стадион,12
староста,12
студия,12
сугъур,12
сужда,12
сунтӏур,12
табут,12
талон,12
таможня,12
терек,12
территория,12
техникум,12
топ,12
трос,12
тумбочка,12
тӏадагьлъизабизе,12
тӏадбитӏизе,12
тӏадголъизе,12
тӏадебахъинабизе,12
тӏадежубазе,12
тӏадрекъезе,12
тӏалу,12
тӏалхияб,12
тӏалъи,12
тӏасалъугьине,12
тӏваркъи,12
тӏеметӏи,12
тӏере-гъеренлъизе,12
тӏетӏезе,12
тӏирагъине,12
тӏокӏлъизабизе,12
тӏоноцӏ,12
тӏури,12
ударник,12
узданаб,12
узданлъи,12
универмаг,12
ункъгӏал,12
фашизм,12
фельдшер,12
фольклор,12
хабарияб,12
хадубехъерхъизе,12
хадуса,12
халалъизабизе,12
халаса,12
халип,12
халипа,12
харбал,12
хваниги,12
хирургия,12
хиялияб,12
хурухъан,12
хъалхъан,12
хъанда,12
хъахӏмахх,12
хъачагълъи,12
хъвалсан,12
хъванхъвадизе,12
хъвата,12
хъвахъвадизе,12
хъерщезе,12
хъирис,12
хъичизе,12
хъурща-кӏутӏизе,12
хьвани,12
хьвартӏезе,12
хьин,12
хӏабухӏине,12
хӏебецӏцӏ,12
хӏеж,12
хӏилла-макру,12
цӏахъа-рахъазе,12
цӏвака-гӏатӏизе,12
цӏекӏу,12
цӏодорлъи,12
чанкӏкӏараб,12
ченхъезе,12
чехотка,12
чурхъизе,12
чухьизе,12
ччоборлъизе,12
чӏваркьизаризе,12
чӏорахине,12
шкап,12
шлюз,12
шрифт,12
щвантӏих,12
щуризе,12
экспертиза,12
юкъарухъан,12
ягъзинаб,12
ягъзинлъизе,12
ярагъ-матахӏ,12
яризабизе,12
ятимлъизе,12
яцгӏал,12
абги,11
абзац,11
агълъизабизе,11
адабгьечӏ,11
аккумулятор,11
акция,11
аллагьасхӏа,11
анатомия,11
анлъабго,11
анлъабилеб,11
ансамбль,11
асирлъи,11
ассистент,11
ахихъанлъи,11
багӏрагине,11
бакъанида,11
бакълъи,11
балики,11
бандав,11
баркатаб,11
басандизабизе,11
батӏаргьин,11
бахьинлъизе,11
бегӏер,11
бегӏукълъизабизе,11
бергьин,11
беркъазе,11
бецӏсурмалъизе,11
бецӏхъахӏиллъизе,11
бецӏцӏахӏиллъизе,11
бечелъизабизе,11
бигъинабизе,11
битӏи,11
бихьинбече,11
бича-хиси,11
богорукъ,11
борцаризе,11
борщ,11
бохьаризе,11
боцӏухъан,11
бугьналага,11
будун,11
букварь,11
букӏкӏуркӏахъдизе,11
булагьин,11
бутӏизе,11
буфет,11
буххаризе,11
бухӏаризе,11
буцӏаризе,11
буцӏцӏинабизе,11
бюджет,11
бюрократ,11
бюрократизм,11
вакьад,11
вахьна,11
гараж,11
гвенега,11
гебегизабизе,11
гелгедизе,11
генугъветӏ,11
гергеч,11
геризе,11
гражданин,11
гулгун,11
гунзари,11
гура-суризе,11
гъазихъ,11
гъалгъализе,11
гъаран,11
гъатахинабизе,11
гъвари,11
гъерлъезе,11
гъугъаб,11
гьадал,11
гьакӏкӏадизе,11
гьалбал,11
гьанта,11
гьардухъанлъи,11
гьацаб,11
гьелго,11
гьесадизе,11
гьикъа-бакъизе,11
гьогьлъизабизе,11
гьодимокъ,11
гьодори,11
гьоро-годозе,11
гьудул-гьалмагълъи,11
гӏагарлъизабизе,11
гӏарадачи,11
гӏаршун,11
гӏери,11
гӏисинпихъ,11
гӏобилаб,11
гӏодобегӏанлъизабизе,11
гӏодоблъи,11
гӏунтӏи,11
давагьин,11
дандхъвазе,11
дармил,11
дванки,11
демонстрация,11
десант,11
дие,11
диктор,11
дираб,11
додинаб,11
доска,11
духи,11
дуэль,11
европаялъулаб,11
жагъалаб,11
жан,11
женкезе,11
жини,11
жиржидизе,11
жугьутӏай,11
забор,11
завалаб,11
завхоз,11
замазка,11
запятая,11
застава,11
захӏматчи,11
заём,11
звар-звари,11
зоология,11
зутӏизе,11
инабизе,11
инсанлъи,11
инструктор,11
искусственнияб,11
йичарухъан,11
кагъатгӏарац,11
канчӏхъахӏиллъизе,11
кап,11
капурлъизе,11
караван,11
карамат,11
кверкъел,11
кеке,11
киоск,11
кишмиш,11
клеёнка,11
колхозчи,11
комментатор,11
компания,11
композитор,11
комсомол,11
конвейер,11
континент,11
контракт,11
контролияб,11
корректура,11
коцокъаб,11
кочӏолаб,11
кресло,11
кулум,11
кулъун,11
кунчӏизабизе,11
курьер,11
къабукъине,11
къайицадахъ,11
къанунияб,11
къанцӏцӏузе,11
къапезаризе,11
къвалаб,11
къвар-къваризе,11
къедабигъ,11
къентӏури,11
къеркьохъан,11
къуваталда,11
кьа-кьадизе,11
кьара-гъаралъизе,11
кьвагӏхизе,11
кьох,11
кӏалгьикъизе,11
кӏанцӏ-кӏанцӏизе,11
кӏварщ,11
кӏвахӏал,11
кӏибикӏахъдизабизе,11
кӏилъизабизе,11
кӏихӏиборлъизе,11
кӏохӏаллъизе,11
лайикъаб,11
лахӏчӏегӏераб,11
лъабиде,11
лъалхъи,11
лъамамесед,11
лъарагӏлъи,11
лъвартӏизабизе,11
лъен,11
лъехьезе,11
магазин,11
магъ,11
майор,11
маршрут,11
маслигӏат,11
мастер,11
меседилаб,11
милк,11
минатахъ,11
митинг,11
могьолаб,11
мороженое,11
мунагьаб,11
мунапикълъизе,11
мурадияб,11
мухӏур,11
нагагьлъун,11
нагӏадала,11
назму,11
назру,11
наркотик,11
насаб,11
натӏухӏ,11
нахъбахъи,11
нахъбилълъинабизе,11
нахъецӏазе,11
никӏкӏ,11
нич-намус,11
ничаб,11
ноябрь,11
нукар,11
нухарегӏизе,11
оборот,11
оборудование,11
окоп,11
оратор,11
отзыв,11
оцхӏутӏ,11
паракъат,11
паркъ,11
пасихӏ,11
педагогика,11
пианино,11
питначи,11
пленум,11
подлежащее,11
посольство,11
приз,11
прицеп,11
пропагандист,11
прописка,11
прораб,11
профессионалияб,11
профилактика,11
процедура,11
ражипер,11
ражихо,11
ракӏбохизе,11
ракӏкьватӏизе,11
ракӏхӏалуцине,11
расписание,11
расукӏ,11
рахараб-къараб,11
рационализатор,11
редакция,11
резинка,11
рекӏ-рекӏине,11
ресукъаб,11
ригьдаго,11
рихьахӏине,11
роц,11
руссен,11
саву,11
сандирахълъизе,11
сап,11
сборник,11
сванхизе,11
свитер,11
сентӏезе,11
сигарет,11
сигри,11
синоним,11
сипатияб,11
сироп,11
скамейка,11
следствие,11
снаряд,11
согӏахине,11
союзник,11
спортзал,11
старт,11
стачка,11
студентка,11
сура,11
сурукъ,11
счётчик,11
тайпадулаб,11
тактика,11
такъсирчилъи,11
талавурчи,11
талат,11
тариф,11
тачка,11
тебси,11
тренер,11
тула,11
тумал,11
тӏавагьине,11
тӏагь,11
тӏадгьабизе,11
тӏадегӏунтӏизе,11
тӏалакъверкъ,11
тӏарцӏаб,11
тӏасабихьизабизе,11
тӏасабихьизе,11
тӏасабосизабизе,11
тӏахьтӏи,11
тӏвар-тӏвари,11
тӏенкел,11
тӏеп-тӏепизе,11
тӏерхъезе,11
тӏирагъинабизе,11
тӏокӏалъ,11
тӏонтӏро,11
тӏулакьераб,11
тӏурахъдизе,11
углерод,11
узухъда,11
указ,11
украинал,11
улъизе,11
ункъцӏул,11
уравнение,11
ургъел-агъаз,11
учебник,11
фермер,11
фестиваль,11
фокус,11
функция,11
хадубехъерхъизабизе,11
халват,11
халпаб,11
хапдезе,11
хапезе,11
хвелех,11
хокӏи,11
хочӏ,11
хух,11
хъабан,11
хъамалчи,11
хъахӏба,11
хъахӏхоно,11
хъачагъаб,11
хъваша-рашазе,11
хъинцӏи,11
хъитӏизе,11
хъощ,11
хъуба,11
хъугъузе,11
хъуризабизе,11
хъурумсахъ,11
хъухъ,11
хьалбал,11
хьацӏазе,11
хьвазабизе,11
хьонлъи,11
хьухьазе,11
хьуцӏихӏинчӏ,11
хӏакъикъаталдаги,11
хӏанчӏезе,11
хӏебтӏизе,11
хӏенехӏ,11
хӏикматго,11
хӏинкъадго,11
цебетел,11
цодагьалъ,11
цокӏалго,11
ццидахун,11
цӏараки,11
цӏину,11
цӏогьал,11
цӏунцӏрахине,11
цӏуяй,11
чалма,11
чашка,11
чвархъезабизе,11
чвахдезе,11
ченгел,11
чехьбухӏизе,11
чинхъизе,11
чобочине,11
чордезе,11
чорхокълъизе,11
чунчудизе,11
чухӏаб,11
ччуйзе,11
ччукӏаризе,11
чӏалгӏаризе,11
чӏамизабизе,11
чӏамучӏ,11
чӏанкӏизе,11
чӏверизе,11
чӏеп,11
чӏетӏ,11
чӏинкъизе,11
чӏунхутӏи,11
шагьид,11
шарбал,11
шах,11
шпион,11
штукатурка,11
щайха,11
щакърахине,11
щал,11
щунусго,11
щурункъверкъ,11
щуща-хъухъазе,11
эксперт,11
экспонат,11
экспорт,11
экспресс,11
эменлъизе,11
эхе-эхеде,11
ээдизе,11
юбиляр,11
юргъа,11
юрист,11
ябучу,11
январь,11
янгъизлъи,11
август,10
авиациялъулаб,10
автономияб,10
авторлъи,10
авторучка,10
агентство,10
агитатор,10
аграрияб,10
агъаб,10
алапа,10
алимент,10
аллегорияб,10
алюмин,10
арбагӏ,10
архитектор,10
атлас,10
аттестат,10
аттестация,10
ахцазе,10
ачихълъизе,10
багъарахъдизе,10
багьадурлъи,10
байбихьи,10
байрахъулав,10
бакъалтукен,10
балай,10
балугъаб,10
барас,10
баркаман,10
барометр,10
батрак,10
бахинегӏан,10
бахча-хьвазе,10
бахӏазе,10
башмакъ,10
баянлъизабизе,10
бегӏукъ,10
бергьун,10
бесдалав,10
бетарахь,10
бидон,10
бидукълъизе,10
бизараб,10
бикьа-биххизе,10
бикьа-бишизе,10
билта,10
бицалъизабизе,10
боголикак,10
борт-бортизе,10
борхалъи,10
бригадир,10
бриллиант,10
букъа-бутӏизе,10
бухаритӏагъур,10
буцрахъарщи,10
вай,10
вархьизабизе,10
вахӏю,10
вичарухъан,10
гамачӏлъизе,10
гарахине,10
гарж-гаржине,10
гачигвенд,10
гванзаб,10
гимназия,10
гиригара,10
гогь,10
гогьдари,10
гохӏахараб,10
граждан,10
гурелъул,10
гурхӏи,10
гъадитӏинчӏ,10
гъанчдезе,10
гъваниллъизе,10
гъванки,10
гъигъидизе,10
гъизараб,10
гъойго,10
гъосогъеду,10
гъугълъизе,10
гъуждул,10
гъулизе,10
гъуцӏизаризе,10
гьабудухъан,10
гьагъаба,10
гьадигъветӏ,10
гьайбалъизе,10
гьанга,10
гьегӏизе,10
гьедаризе,10
гьелгӏезе,10
гьимгьидизе,10
гьитӏинкӏаб,10
гьохъ,10
гьудулав,10
гьункьа-кӏучизе,10
гӏагарун,10
гӏадалтӏа,10
гӏаданиб,10
гӏадил,10
гӏажаиблъи,10
гӏалхулаб,10
гӏамалкӏодолъизе,10
гӏаммлъизе,10
гӏанкӏуязул,10
гӏансахӏинчӏ,10
гӏант,10
гӏаркьахараб,10
гӏатӏлас,10
гӏачӏихине,10
гӏашикъаб,10
гӏеблъизабизе,10
гӏеккезе,10
гӏехьеллъизе,10
гӏинзукълъизе,10
гӏиялъажо,10
гӏода-чӏвадизе,10
гӏодочӏвазе,10
гӏолохъанлъи,10
гӏурулхоно,10
гӏурччинхер,10
дангъва,10
дандеккезабизе,10
данделъизабизе,10
дандерижи,10
дарулъизе,10
даци,10
декабрь,10
декада,10
декан,10
делегация,10
дирижёр,10
добцояб,10
докладчи,10
долда,10
донг,10
дугъдараб,10
дума,10
жагьиллъи,10
жайран,10
жамгӏ,10
жанибчванта,10
завал,10
зазахине,10
заявка,10
зумруд,10
зурмихъан,10
зухзазе,10
идеологияб,10
инсухъачи,10
иргадал,10
исрап,10
ихтилат,10
ихтилатаб,10
иццухъ,10
какдезе,10
калима,10
ками,10
канлъукълъизе,10
кантӏи,10
канчӏбагӏарлъизе,10
карантин,10
картӏахине,10
кассир,10
кванил,10
квархьи,10
кватӏаризе,10
квен-тӏех,10
кверкъи,10
кколе-кколелъубе,10
классик,10
код,10
кодекс,10
колледж,10
командование,10
коммунист,10
комод,10
конгресс,10
консул,10
консультант,10
кооператив,10
коп,10
коцокълъизе,10
кулон,10
кумурук,10
купе,10
къабулаб,10
къавутӏа,10
къалъул,10
къаникь,10
къартӏ,10
къел,10
къол,10
къоркъотӏинчӏ,10
кьаба-тункизе,10
кьабгӏизе,10
кьурди,10
кӏал-бер,10
кӏалдирай,10
кӏиазарго,10
кӏиго-лъабго,10
кӏигьумерав,10
кӏобо-шобошизабизе,10
кӏобо-шобошизе,10
кӏодоч,10
кӏоркӏоно,10
кӏоченабизе,10
лагӏдезе,10
лайикълъизе,10
ламартлъи,10
лауреат,10
лирикияб,10
лулазе,10
лъабкъого,10
лъай-гӏакълу,10
лъалкӏачинабизе,10
лъалхъизабизе,10
лъарагӏал,10
лъаргӏиб,10
лъеде-гъедерлъизе,10
лъини,10
лъовго,10
лъой,10
лъороб,10
лъухъаб,10
магьи,10
магӏикаратӏ,10
мадугьаллъи,10
макари,10
макирлъизе,10
макърал,10
малълъаризе,10
марш,10
маслахӏат,10
масс,10
материя,10
махигъветӏ,10
махӏтӏачине,10
машгъул,10
машгъулаб,10
маятник,10
мегӏер-гӏалах,10
метералде,10
мехтел,10
мигьир,10
милиционер,10
минералияб,10
михъ-мегеж,10
мугӏжизат,10
мукӏураб,10
нажас,10
найитӏала,10
найихъан,10
найихъанлъи,10
намусгьечӏ,10
нартав,10
нахучирахъ,10
нахъарукъ,10
нежехӏлъизе,10
нухбитӏизе,10
обзор,10
объектив,10
оккупация,10
олимпиада,10
открытка,10
отставка,10
павильон,10
папка,10
парторг,10
пасха,10
паёк,10
пенхъезе,10
пинхъизе,10
пишачи,10
повар,10
покрышка,10
полиграфия,10
политик,10
препарат,10
проза,10
прокуратура,10
протестант,10
профком,10
психолог,10
пунцӏеро,10
пурман,10
пушхъа,10
радиус,10
размер,10
райком,10
ракӏгъанцӏизабизе,10
ракӏгъанцӏизе,10
ракӏгъезабизе,10
ракӏкъазе,10
ракӏхӏалакине,10
ралъдалгьве,10
рахчирукъ,10
рачелкъай,10
ревизор,10
релълъенлъи,10
репортёр,10
рескъотӏи,10
реставрация,10
рефлекс,10
рецизе,10
рикъзи,10
рицӏцӏимахӏу,10
рогӏел,10
рокьул,10
росурагӏалда,10
рохьдохъан,10
рохьихъан,10
ругьунлъи,10
рукъумухъ,10
рукӏниб,10
рухӏдаллъизе,10
рущен,10
сапарчи,10
сасу,10
сатирикияб,10
сахаватаб,10
сверункъазе,10
свод,10
сезе,10
сенатор,10
символ,10
скульптурияб,10
следователь,10
слёт,10
сонисеб,10
социалист,10
справочник,10
станица,10
суйи,10
суматӏагъур,10
сюжет,10
тайга,10
такса,10
такъия,10
талавур,10
талавурчилъи,10
талган,10
тамада,10
тамашалъи,10
танкизабизе,10
тасамахӏаб,10
тахбакӏ,10
терет,10
технолог,10
технология,10
тириго,10
трагедия,10
трафарет,10
трест,10
трибунал,10
тударизе,10
тукаби,10
тунка-гӏусизе,10
тунки,10
турбаза,10
тушбаби,10
тӏабакӏ,10
тӏагӏат,10
тӏадбахъине,10
тӏадгьобо,10
тӏадеине,10
тӏадещвезе,10
тӏадсверизе,10
тӏалхи,10
тӏанчӏи,10
тӏекълъи,10
тӏепизе,10
тӏирщ,10
тӏогьаб,10
тӏокӏцӏар,10
тӏубараб,10
тӏул-ракӏ,10
тӏупан,10
тӏутӏаб,10
уезд,10
указатель,10
уммат,10
ункъбукӏкӏинабизе,10
физкультура,10
филолог,10
филология,10
философ,10
фильтр,10
формалияб,10
фуражка,10
хадугъезе,10
хадулъугьине,10
хара,10
хашго,10
хашхаштӏегь,10
хваши,10
хияналъи,10
хоноборохь,10
хоро,10
хундуз,10
хунтӏ-хунтӏизе,10
хунтӏизабизе,10
хурхудизе,10
хутӏа-кӏучизе,10
хутӏизегӏан,10
хъанхъра,10
хъапустӏа,10
хъасдезе,10
хъатамасан,10
хъвай-цӏали,10
хъваши,10
хъвек,10
хъетизе,10
хъинс,10
хъиру,10
хъуру,10
хьвадизабизе,10
хьордокъвачӏа,10
хӏабухӏинабизе,10
хӏадис,10
хӏажатхана,10
хӏакълъизе,10
хӏалива,10
хӏарамлъизе,10
хӏачазе,10
хӏая,10
хӏекка-шеккине,10
хӏерчч,10
хӏехьмахӏаб,10
хӏутӏ-хъумур,10
хӏухьтӏизе,10
хӏуцӏ,10
цебе-нахъе,10
цинга,10
цойилаб,10
цӏалкӏугьод,10
цӏалунчи,10
цӏанбитӏун,10
цӏахӏиллъизе,10
цӏерхӏезе,10
цӏурахинкӏ,10
чвализе,10
чоргине,10
чордезабизе,10
чорхокъаб,10
чукъа,10
чункъизе,10
чухӏчухӏизе,10
чӏваркь-чӏваркьи,10
чӏобозабизе,10
чӏорбутӏ,10
шефлъи,10
шириш,10
шитил,10
шпал,10
штемпель,10
щаклъи,10
щакъитӏел,10
щулат,10
щуцӏул,10
экскаватор,10
электровоз,10
электростанция,10
эпидемия,10
этикетка,10
эхетизабизе,10
юмор,10
юридическияб,10
юстиция,10
явлухъ,10
яслъи,10
ятим,10
ячарай,10
ячӏу,10
абго,9
адмирал,9
азбар-къоно,9
акация,9
акционер,9
алип,9
анкьгояб,9
анлъилаб,9
анцӏазарго,9
артезиан,9
архитектура,9
архитектурияб,9
асхӏаб,9
ахиризе,9
ахтаяб,9
бабадизабизе,9
багъа-бакаризе,9
багъа-бачари,9
багъарахъдизабизе,9
багъаргъизе,9
багӏа-бакарлъизе,9
багӏархоно,9
бадибигъ,9
бажари,9
базалияб,9
байгъуш,9
бакь-кӏач,9
бакьулъбакӏ,9
бакӏари,9
бакӏаризабизе,9
бакӏлъизабизе,9
баракат,9
барки,9
баррикада,9
барсизабизе,9
бас-басине,9
басралъи,9
бахьинкьегӏер,9
бац,9
бацӏцӏалъизабизе,9
беги,9
белуга,9
белъинабизе,9
бербазе,9
бессизабизе,9
бетӏерчӏахъад,9
беццлъизе,9
бецӏизабизе,9
бидаяб,9
бидулаб,9
бижи,9
бикь-бикьизабизе,9
битӏккунгутӏи,9
бихха-хочизабизе,9
бихъаризе,9
бихьинлъи,9
бихьинхӏама,9
бихьинчияб,9
бицаризе,9
бичч-бакъ,9
блокнот,9
божизабизе,9
боз,9
бокал,9
бокьарабахъ,9
бокьизабизе,9
болнух,9
болозан,9
болъонитӏинчӏ,9
боржанхъизе,9
боржинабизе,9
борхалъизабизе,9
борхи,9
борхьитӏинчӏ,9
брезент,9
брошюра,9
бугьтанчи,9
бухари,9
бухгалтер,9
бухьин,9
буцӏцӏухӏун,9
вакъпу,9
векерухъан,9
верст,9
витӏунчи,9
ворчӏами,9
габанихьон,9
газаргъо,9
гаржине,9
гаризе,9
гарнитур,9
гарцӏахине,9
гвала,9
гектар,9
геолог,9
гиргидизабизе,9
глушитель,9
гогьлъи,9
гол,9
гора-горахине,9
горсвери,9
гочарулеб,9
гражданал,9
гулби,9
гурхӏел-цӏоб,9
гурхӏизабизе,9
гурцӏаб,9
гъабугъине,9
гъансито,9
гъарачи,9
гъвалаяб,9
гъванкан,9
гъобеле,9
гъоркьагьури,9
гъоркьарокъоб,9
гъоркьгьобо,9
гъоркьчӏвай,9
гъугълъизабизе,9
гъунуб,9
гьаб-доб,9
гьабигьан,9
гьабугьин,9
гьаг,9
гьагъав,9
гьанжесала,9
гьаргьадизабизе,9
гьаржа,9
гьаркьикъаб,9
гьезул,9
гьелгьел,9
гьерщезе,9
гьесизабизе,9
гьещтӏеро,9
гьикъаризе,9
гьогьлъизе,9
гьуин,9
гьуинмахӏ,9
гьунарчи,9
гӏаврат,9
гӏагализе,9
гӏагӏазе,9
гӏадатлъизабизе,9
гӏадилаб,9
гӏажаиблъизабизе,9
гӏамгӏара,9
гӏанаби,9
гӏангур,9
гӏанкӏитӏинчӏ,9
гӏанчӏаб,9
гӏарцукълъизе,9
гӏахьучӏ,9
гӏачӏар,9
гӏелегӏ,9
гӏертел,9
гӏид,9
гӏиндамес,9
гӏицӏлъизабизе,9
гӏодосанго,9
гӏодоцараб,9
гӏомо-горо,9
гӏондокь,9
гӏоркӏкӏен,9
гӏорцӏи,9
гӏундул,9
гӏуп,9
гӏурусав,9
гӏухьби,9
гӏуцӏа-кӏутӏизе,9
дагьа-макъабго,9
дад,9
далдализе,9
депо,9
диаметр,9
диванбег,9
дневник,9
додин,9
донор,9
дурц,9
египеталъулаб,9
жахӏабго,9
жахӏдалъизе,9
жваргъезе,9
жулам,9
жумла,9
журкъизе,9
загьирлъизабизе,9
зачёт,9
звено,9
землемер,9
зирхизе,9
игӏлан,9
идеолог,9
изолятор,9
император,9
империалист,9
ингилис,9
инспекция,9
итаркӏо,9
итни,9
ици,9
июль,9
кабардиял,9
кавычкаби,9
казахал,9
календарияб,9
калий,9
канчӏгӏурччинлъизе,9
канчӏсурмияб,9
канчӏтӏогьилаб,9
карант,9
каюта,9
квана-гъаназе,9
кваникълъизе,9
